Price,Close,High,Low,Open,Volume
Ticker,PLTR,PLTR,PLTR,PLTR,PLTR
Date,,,,,
2024-10-15,42.43000030517578,43.68000030517578,41.51499938964844,43.474998474121094,48297000
2024-10-16,41.93000030517578,42.4900016784668,40.36000061035156,42.400001525878906,59157900
2024-10-17,42.0,42.70000076293945,41.61000061035156,42.150001525878906,34028400
2024-10-18,42.970001220703125,42.9900016784668,41.650001525878906,42.01499938964844,33969000
2024-10-21,42.70000076293945,43.400001525878906,42.40999984741211,42.86000061035156,30719800
2024-10-22,42.939998626708984,43.4900016784668,42.29999923706055,42.689998626708984,27830700
2024-10-23,42.59000015258789,43.68000030517578,42.05500030517578,42.849998474121094,35647000
2024-10-24,43.560001373291016,43.72999954223633,42.65999984741211,42.88999938964844,34079600
2024-10-25,44.86000061035156,45.06999969482422,43.64500045776367,43.849998474121094,50416500
2024-10-28,44.970001220703125,45.13999938964844,44.68000030517578,45.04999923706055,36729700
2024-10-29,44.93000030517578,45.06999969482422,44.040000915527344,44.900001525878906,26154700
2024-10-30,43.689998626708984,44.79999923706055,43.61000061035156,44.58000183105469,31309200
2024-10-31,41.560001373291016,43.31999969482422,40.900001525878906,42.790000915527344,50973400
2024-11-01,41.91999816894531,42.56999969482422,41.59000015258789,41.93000030517578,33722500
2024-11-04,41.40999984741211,42.040000915527344,41.03200149536133,41.08000183105469,75413300
2024-11-05,51.130001068115234,51.57500076293945,46.86000061035156,47.86000061035156,208868200
2024-11-06,55.529998779296875,55.689998626708984,51.61000061035156,53.439998626708984,114255900
2024-11-07,55.880001068115234,56.470001220703125,53.54999923706055,55.81999969482422,121591200
2024-11-08,58.38999938964844,58.47999954223633,55.29999923706055,55.56999969482422,84124000
2024-11-11,60.2400016784668,62.08000183105469,58.689998626708984,60.132999420166016,108357800
2024-11-12,59.849998474121094,60.09000015258789,58.56999969482422,59.0099983215332,59061300
2024-11-13,60.70000076293945,63.38999938964844,59.849998474121094,61.52000045776367,85937400
2024-11-14,59.18000030517578,61.16999816894531,58.529998779296875,61.04999923706055,59968200
2024-11-15,65.7699966430664,66.0,60.90999984741211,61.0099983215332,155280400
2024-11-18,61.2599983215332,64.91999816894531,58.849998474121094,64.91999816894531,137877600
2024-11-19,62.97999954223633,63.0099983215332,59.26499938964844,59.5099983215332,75557800
2024-11-20,62.119998931884766,63.08000183105469,59.959999084472656,62.59000015258789,59182200
2024-11-21,61.36000061035156,63.400001525878906,60.89500045776367,62.040000915527344,56336700
2024-11-22,64.3499984741211,64.44000244140625,61.369998931884766,61.599998474121094,61381700
2024-11-25,64.6500015258789,67.87999725341797,64.08000183105469,66.9000015258789,80640500
2024-11-26,65.73999786376953,65.8499984741211,63.88999938964844,64.56999969482422,46923600
2024-11-27,66.05000305175781,67.55999755859375,64.23999786376953,66.23999786376953,53839900
2024-11-29,67.08000183105469,67.16000366210938,65.47000122070312,65.88999938964844,30104000
2024-12-02,66.38999938964844,67.87999725341797,65.95999908447266,67.44000244140625,46405000
2024-12-03,70.95999908447266,71.37000274658203,66.1500015258789,66.41000366210938,100751400
2024-12-04,69.8499984741211,71.18000030517578,67.27999877929688,71.12999725341797,86284800
2024-12-05,71.87000274658203,72.9800033569336,69.88999938964844,70.11000061035156,66585800
2024-12-06,76.33999633789062,76.81999969482422,72.27999877929688,72.94999694824219,93640900
2024-12-09,72.45999908447266,80.91000366210938,71.05000305175781,80.58000183105469,168134800
2024-12-10,70.88999938964844,75.55999755859375,70.7300033569336,71.98999786376953,89672500
2024-12-11,72.51000213623047,73.0,68.06999969482422,72.9800033569336,89477700
2024-12-12,73.19999694824219,75.37999725341797,71.9000015258789,72.30000305175781,73859700
2024-12-13,76.06999969482422,76.0999984741211,72.44999694824219,73.48999786376953,76172800
2024-12-16,75.75,77.81999969482422,71.16000366210938,75.05999755859375,126099600
2024-12-17,74.38999938964844,75.31999969482422,71.69999694824219,73.27999877929688,75469400
2024-12-18,71.51000213623047,77.5999984741211,70.2699966430664,74.30000305175781,109643400
2024-12-19,74.20999908447266,76.58999633789062,73.37000274658203,73.98999786376953,99524300
2024-12-20,80.55000305175781,80.66000366210938,71.5,72.63999938964844,281230800
2024-12-23,80.69000244140625,82.0199966430664,77.41000366210938,80.6500015258789,93819500
2024-12-24,82.37999725341797,84.7969970703125,81.0,81.08999633789062,64983300
2024-12-26,82.13999938964844,83.48999786376953,81.30000305175781,83.16000366210938,60377100
2024-12-27,79.08000183105469,82.0,77.93000030517578,81.41999816894531,66975900
2024-12-30,77.18000030517578,79.23999786376953,76.11000061035156,77.04000091552734,60850900
2024-12-31,75.62999725341797,77.9800033569336,73.6500015258789,77.58000183105469,56267900
2025-01-02,75.19000244140625,76.52999877929688,72.41999816894531,76.19999694824219,72217200
2025-01-03,79.88999938964844,79.9800033569336,75.19000244140625,75.38999938964844,62415000
2025-01-06,75.91999816894531,80.05999755859375,74.61000061035156,78.69000244140625,105619500
2025-01-07,69.98999786376953,75.38999938964844,69.75,75.19999694824219,91727300
2025-01-08,68.2300033569336,69.52999877929688,66.51000213623047,68.12000274658203,91349500
2025-01-10,67.26000213623047,68.19999694824219,65.04000091552734,66.01000213623047,78148600
2025-01-13,64.9800033569336,65.68000030517578,63.400001525878906,64.29000091552734,69046300
2025-01-14,65.91000366210938,68.2300033569336,65.19000244140625,67.18000030517578,56814900
2025-01-15,68.13999938964844,68.8499984741211,67.08000183105469,68.55000305175781,56025800
2025-01-16,69.23999786376953,71.43000030517578,68.36000061035156,69.08000183105469,62908700
2025-01-17,71.7699966430664,72.33999633789062,69.94999694824219,70.9000015258789,54754000
2025-01-21,73.06999969482422,73.63600158691406,70.60099792480469,73.23999786376953,56229000
2025-01-22,76.87000274658203,77.16000366210938,73.80000305175781,74.5,66876400
2025-01-23,78.9800033569336,79.0,75.83999633789062,76.04000091552734,55937900
2025-01-24,78.9800033569336,82.23999786376953,78.44000244140625,79.05000305175781,77931900
2025-01-27,75.44000244140625,76.72000122070312,72.66999816894531,74.06999969482422,76093300
2025-01-28,80.2300033569336,80.73999786376953,74.04000091552734,75.54000091552734,65916700
2025-01-29,79.76000213623047,80.81999969482422,77.80999755859375,79.94999694824219,49262200
2025-01-30,81.22000122070312,81.83000183105469,79.37999725341797,80.0199966430664,46067500
2025-01-31,82.48999786376953,85.22000122070312,80.87000274658203,81.0,79000200
2025-02-03,83.73999786376953,84.25,78.47000122070312,80.125,126592700
2025-02-04,103.83000183105469,106.91000366210938,100.51000213623047,102.80000305175781,230806800
2025-02-05,101.36000061035156,103.56999969482422,99.31999969482422,101.77999877929688,90628300
2025-02-06,111.27999877929688,111.54499816894531,100.26000213623047,101.08999633789062,128217500
2025-02-07,110.8499984741211,116.30000305175781,110.44999694824219,111.66000366210938,143795400
2025-02-10,116.6500015258789,116.76000213623047,108.72000122070312,112.02999877929688,99938100
2025-02-11,112.62000274658203,118.66000366210938,112.0999984741211,116.5,94311700
2025-02-12,117.38999938964844,117.58999633789062,110.0,110.29000091552734,75316900
2025-02-13,117.91000366210938,118.38999938964844,115.1500015258789,117.30999755859375,60027000
2025-02-14,119.16000366210938,120.66999816894531,116.80000305175781,117.9000015258789,65528900
2025-02-18,124.62000274658203,125.0,118.43000030517578,120.94000244140625,84227200
2025-02-19,112.05999755859375,125.41000366210938,108.55999755859375,123.86000061035156,147487300
2025-02-20,106.2699966430664,107.4000015258789,95.80000305175781,102.91000366210938,243093900
2025-02-21,101.3499984741211,109.06999969482422,100.0,107.68000030517578,129063200
2025-02-24,90.68000030517578,99.01000213623047,89.30000305175781,95.87999725341797,184485000
2025-02-25,87.83999633789062,91.69999694824219,85.25,90.6500015258789,132626300
2025-02-26,89.30999755859375,91.69000244140625,87.58999633789062,89.16000366210938,94428700
2025-02-27,84.7699966430664,93.62000274658203,84.16999816894531,91.91000366210938,99680500
2025-02-28,84.91999816894531,85.18000030517578,78.58000183105469,79.9800033569336,125977400
2025-03-03,83.41999816894531,90.4800033569336,82.52999877929688,88.55000305175781,114573900
2025-03-04,84.4000015258789,88.5,79.30000305175781,80.16000366210938,116800300
2025-03-05,90.12999725341797,90.30000305175781,82.5,86.3499984741211,116053000
2025-03-06,80.45999908447266,88.33999633789062,80.01000213623047,87.50499725341797,117340600
2025-03-07,84.91000366210938,85.16000366210938,79.1500015258789,80.0250015258789,105377100
2025-03-10,76.37999725341797,82.69000244140625,74.56999969482422,82.0,136843800
2025-03-11,78.05000305175781,80.74500274658203,75.52999877929688,75.78500366210938,109351500
2025-03-12,83.6500015258789,84.55000305175781,79.86000061035156,83.4800033569336,116525100
2025-03-13,79.62000274658203,83.73999786376953,78.31999969482422,82.84500122070312,100927200
2025-03-14,86.23999786376953,87.2699966430664,82.16000366210938,82.97000122070312,113985000
2025-03-17,87.3499984741211,88.81999969482422,84.5,88.44000244140625,99348900
2025-03-18,83.88999938964844,86.16999816894531,81.80000305175781,85.77999877929688,93236500
2025-03-19,86.0999984741211,87.98999786376953,82.86000061035156,84.55000305175781,89797400
2025-03-20,87.38999938964844,89.80000305175781,85.12000274658203,85.54000091552734,105547400
2025-03-21,90.95999908447266,91.06999969482422,84.45999908447266,85.8499984741211,116748700
2025-03-24,96.75,97.38999938964844,92.27999877929688,93.4000015258789,112164700
2025-03-25,96.5,98.16999816894531,95.08000183105469,97.22000122070312,78015300
2025-03-26,92.27999877929688,97.30000305175781,90.81999969482422,96.29000091552734,81428600
2025-03-27,90.08999633789062,93.6500015258789,89.66999816894531,91.01499938964844,82823000
2025-03-28,85.8499984741211,89.37999725341797,84.0999984741211,89.33999633789062,91091700
2025-03-31,84.4000015258789,84.6500015258789,78.75,80.0,108092900
2025-04-01,84.68000030517578,85.27999877929688,81.81999969482422,83.88999938964844,78980700
2025-04-02,87.44999694824219,88.40499877929688,82.30000305175781,82.4000015258789,96563100
2025-04-03,83.5999984741211,85.68000030517578,81.01000213623047,81.25,93878200
2025-04-04,74.01000213623047,80.9800033569336,71.93000030517578,80.06999969482422,147323200
2025-04-07,77.83999633789062,81.80000305175781,66.12000274658203,66.6500015258789,169083700
2025-04-08,77.31999969482422,86.11399841308594,75.22000122070312,83.29000091552734,135345600
2025-04-09,92.01000213623047,93.33000183105469,77.2699966430664,78.19000244140625,187244300
2025-04-10,88.58999633789062,90.77999877929688,84.13999938964844,88.4000015258789,124448200
2025-04-11,88.55000305175781,89.55000305175781,85.47000122070312,87.9800033569336,95130700
2025-04-14,92.62000274658203,97.33000183105469,91.45999908447266,95.80000305175781,122520800
