Date,Close,High,Low,Open,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT
2023-04-12,279.0517883300781,282.51669989305793,277.5457425781535,280.331454092245,27403400
2023-04-13,285.3023986816406,285.3614569468839,278.7368378636827,279.1502457203857,24222700
2023-04-14,281.66033935546875,283.96370179651217,279.24868340268176,282.5068611754226,20987900
2023-04-17,284.2786560058594,287.0348384011463,281.68000236209434,285.3909700049731,23836200
2023-04-18,283.8553771972656,287.19231898396373,282.51668329191097,287.0052911530972,20161800
2023-04-19,283.93414306640625,284.52472565141113,280.08535300849246,281.51263430866226,17150300
2023-04-20,281.6307373046875,284.50503591954333,280.6168638626968,280.7842156136177,23244400
2023-04-21,281.2862548828125,281.78825008105144,278.6285130858529,280.54799661030216,21676400
2023-04-24,277.3587341308594,280.4889724167193,274.3564954739549,277.67373157493995,26611000
2023-04-25,271.1081237792969,277.19136442128627,271.05888853978684,275.1340884128389,45772200
2023-04-26,290.74578857421875,294.8800468988335,288.1471350865969,292.05498339426265,64599200
2023-04-27,300.05767822265625,300.4219108695134,290.62767246567086,291.3364016068915,46462600
2023-04-28,302.4496765136719,304.0935148750173,298.5615040334557,299.2505571443168,36446700
2023-05-01,300.7762756347656,303.7686910534892,300.3726908217299,302.1642048581886,21294100
2023-05-02,300.628662109375,304.3396301187959,299.15214533599857,302.9418777289602,26404400
2023-05-03,299.6344299316406,303.77851145251077,299.32928557023496,301.81967570546,22360800
2023-05-04,300.628662109375,302.9418777289602,298.65012002031114,301.4456548397933,22519900
2023-05-05,305.7865905761719,307.085932430796,299.50646831862997,300.93377975527426,28181200
2023-05-08,303.8179016113281,305.34365349819655,301.29798227952045,305.27474217870144,21318600
2023-05-09,302.1937255859375,305.18614092145225,301.51452555847186,303.1780699689536,21340800
2023-05-10,307.4206237792969,308.09982387729104,302.8532809885263,303.7883902256099,30078000
2023-05-11,305.2550354003906,306.24923288297435,301.46533339371814,305.2452123832041,31680200
2023-05-12,304.13287353515625,305.78656482552327,301.79998224342324,305.68812438304315,19758100
2023-05-15,304.6152038574219,305.04831778842316,302.77448467056973,304.26085429922443,16336500
2023-05-16,306.8594970703125,308.79865663517415,304.9793957630767,304.9793957630767,26730300
2023-05-17,309.7597961425781,310.18398226866987,306.5438090074736,308.07289612814964,24315000
2023-05-18,314.21875,314.73174727715974,309.48358041459244,310.28263990581155,27276000
2023-05-19,314.0412292480469,314.4456963446299,312.09783032838016,312.46282914333904,27529500
2023-05-22,316.8428649902344,318.23382834454407,313.71568867126024,314.29771785830155,24115700
2023-05-23,311.0028076171875,318.3620609809565,310.99293302124596,315.70838374356634,30797200
2023-05-24,309.61187744140625,312.2260866800328,308.3886015273957,310.4799990237755,23384900
2023-05-25,321.5188903808594,322.4856374964896,315.6788189832587,318.87505739171115,43301700
2023-05-26,328.394775390625,328.8978680435936,319.5064338872772,319.6445277176384,36630600
2023-05-30,326.7373962402344,331.20622279832344,326.05671145740513,330.70313021071354,29503100
2023-05-31,323.9555358886719,331.4035709455312,322.9098221088515,327.8028654551653,45950600
2023-06-01,328.0888671875,329.0260505461007,320.3350221149729,321.5286739937124,26773900
2023-06-02,330.8708190917969,332.94246713059334,328.05929890382134,329.7363544841506,25864000
2023-06-05,331.403564453125,333.9881799034305,330.1408504123087,330.6932859235735,21307100
2023-06-06,329.1740417480469,330.84122271907466,327.6844529715384,330.80175444190655,20396200
2023-06-07,319.0131530761719,329.9731116515835,318.1450315839659,327.17146599385774,40717100
2023-06-08,320.8677978515625,322.229167569566,318.9835862960409,319.5656155034306,23277700
2023-06-09,322.37713623046875,325.53390634602147,320.0292702055803,320.6014248165846,22514900
2023-06-12,327.3688049316406,327.61542900796314,320.7691422408111,324.1429427458358,24260300
2023-06-13,329.77581787109375,332.4294950152336,325.928488773513,329.95337995894954,22951300
2023-06-14,332.7846374511719,334.46169309865223,328.31581069541244,329.8251487359543,26003800
2023-06-15,343.39935302734375,345.1158468804941,332.6465498488754,332.92276759657176,38899100
2023-06-16,337.7072448730469,346.72383496475805,337.3324015901357,346.57586654973045,46533600
2023-06-20,333.48504638671875,337.46062508330874,331.3246171835482,334.72804129963237,26375400
2023-06-21,329.0556945800781,333.1693972869812,327.5858247663164,331.82774670017375,25117800
2023-06-22,335.1225891113281,335.5270561339279,328.8386136322593,329.608079403054,23556800
