Date,Close,High,Low,Open,Volume
,ACGLO,ACGLO,ACGLO,ACGLO,ACGLO
2023-04-17,20.731075286865234,20.848906935536533,20.385557900521743,20.7576541972774,30500
2023-04-18,20.598182678222656,20.837387785845014,20.598182678222656,20.79308960491338,15100
2023-04-19,20.514020919799805,20.81878534087404,20.438714848855426,20.527309530635808,14600
2023-04-20,20.52730941772461,20.677919868981924,20.39441824068651,20.5095901435054,8700
2023-04-21,20.50959014892578,20.677919874446793,20.44934698228873,20.465293653169038,4900
2023-04-24,20.677919387817383,20.677919387817383,20.48921402220254,20.509589666257803,12300
2023-04-25,20.465295791625977,20.677922035121444,20.37670110105207,20.580467706509832,10600
2023-04-26,20.438711166381836,20.72221274515775,20.376695407249944,20.589321591331878,16000
2023-04-27,20.69563865661621,20.810810556727237,20.41124988843414,20.43871425588729,14400
2023-04-28,20.562746047973633,20.775373956636574,20.465293420456344,20.73993540859176,46800
2023-05-01,20.327970504760742,20.692979757194937,20.1995083096071,20.59818350497947,17700
2023-05-02,20.040040969848633,20.545028450541658,20.040040969848633,20.36783909003748,9700
2023-05-03,20.288105010986328,20.491871602388084,20.022322647401698,20.20836996395033,20100
2023-05-04,20.243803024291992,20.323538049706826,20.031176853119966,20.28809950961019,34100
2023-05-05,20.753223419189453,21.06773460968362,20.14192369131709,20.38555778777082,20100
2023-05-08,20.722217559814453,20.837391159078603,20.50604780924275,20.64248251103253,21000
2023-05-09,20.85511016845703,20.85511016845703,20.438715654614533,20.624764662668284,37200
2023-05-10,21.076595306396484,21.112032165395917,20.819670896987784,20.881686667589054,18000
2023-05-11,21.076595306396484,21.138611076997755,20.899405941990278,20.925984853592112,21700
2023-05-12,21.12974739074707,21.200622784967244,20.90826157258369,21.08544921323278,31500
2023-05-15,20.943700790405273,21.174046270089274,20.6779184545099,21.12974977737434,191200
2023-05-16,20.84624671936035,20.952558970407132,20.766511686173885,20.863964301332974,30500
2023-05-17,21.12974739074707,21.12974739074707,20.660196847911735,21.067731632029755,24000
2023-05-18,21.076595306396484,21.200626847599022,20.952562075390933,21.076595306396484,22000
2023-05-19,21.112030029296875,21.120889665601077,20.819668790469628,21.076593173882916,20300
2023-05-22,21.209487915039062,21.262644052024246,20.988002039497143,21.12975286465972,23100
2023-05-23,21.262643814086914,21.30694031277835,20.925986030543907,21.174049126900933,22700
2023-05-24,21.30693817138672,21.342376718620706,21.092541043911663,21.209485546099124,18600
2023-05-25,21.200626373291016,21.342377185723475,21.143925034436247,21.218345647295816,20700
2023-05-26,21.236064910888672,21.3636416660487,21.200628049879626,21.200628049879626,5500
2023-05-30,21.315797805786133,21.52842401975722,21.275044828314,21.275044828314,11800
2023-05-31,21.182905197143555,21.351234905467862,21.182905197143555,21.25732411351762,62300
2023-06-01,21.032299041748047,21.25821558649417,21.032299041748047,21.182909508311074,31300
2023-06-02,21.12974739074707,21.209482420470103,21.03229309001832,21.120887755244212,46400
2023-06-05,20.819669723510742,21.14746952224526,20.819669723510742,21.120890612141512,28200
2023-06-06,21.058876037597656,21.094312896606517,20.855109451338418,20.855109451338418,20000
2023-06-07,21.085451126098633,21.12974930763164,20.9702792337185,20.996858142638303,13500
2023-06-08,21.032299041748047,21.189996542797775,20.97914290349144,21.10317445602458,16000
2023-06-09,21.032299041748047,21.22720600855772,21.023439403738085,21.085455180004654,19800
2023-06-12,20.819669723510742,21.103171338739017,20.819669723510742,21.103171338739017,15800
2023-06-13,21.032299041748047,21.120893732044504,20.83739207493838,20.925986765234835,12500
2023-06-14,20.763540267944336,21.10510423963551,20.62871242949858,21.10510423963551,11300
2023-06-15,20.826457977294922,21.11409113116023,20.72758343774291,20.72758343774291,7900
2023-06-16,20.862411499023438,21.024205578500123,20.853424462989267,21.024205578500123,11500
2023-06-20,20.70960807800293,20.920837715357234,20.682641826361824,20.880389195110006,14700
2023-06-21,20.75455093383789,20.854323840082547,20.610734348278072,20.68264264105798,18000
2023-06-22,20.75634765625,20.943309560371564,20.68264264194407,20.812976958372285,19400
2023-06-23,20.68264389038086,20.880391278863193,20.68264389038086,20.72758593317215,8600
2023-06-26,20.75455093383789,20.98915167474126,20.739270228748904,20.817470475716696,13300
2023-06-27,20.5388240814209,20.943307546520348,20.5388240814209,20.763537689063515,10800
2023-06-28,20.457927703857422,20.70960756971064,20.36804191502207,20.55680224301919,11800
2023-06-29,19.909626007080078,20.3500644880973,19.810753181988918,20.3500644880973,21800
2023-06-30,20.31411361694336,20.359055659654175,19.981536671824614,20.026480428964465,66400
2023-07-03,20.609834671020508,20.609834671020508,20.170294552277912,20.170294552277912,6700
2023-07-05,20.457927703857422,20.67365256840497,20.359053164695652,20.592755529896035,10800
2023-07-06,20.026477813720703,20.37253698357526,19.981534062450027,20.323099714391923,9100
2023-07-07,20.13433837890625,20.269166197103935,19.981533061101217,20.10287861180775,7000
2023-07-10,20.1972599029541,20.34107648512439,20.053443320783813,20.116362861179702,9000
2023-07-11,20.475908279418945,20.493884068342417,20.071423026131903,20.296136674751576,6300
2023-07-12,20.745561599731445,20.772527851676678,20.520847976807826,20.520847976807826,19900
2023-07-13,20.808481216430664,20.808481216430664,20.646687133021523,20.664664634384515,6800
2023-07-14,20.628711700439453,20.880389866128997,20.538825906509366,20.80848157387071,14000
2023-07-17,20.350065231323242,20.718595437356896,20.32310069369032,20.69163089972398,11000
2023-07-18,20.56578826904297,20.574777018928,20.287143880322027,20.287143880322027,8300
2023-07-19,20.56578826904297,20.709606552774694,20.509160687753152,20.592754518698058,9900
2023-07-20,20.466915130615234,20.55230568155087,20.369839033568063,20.538823414147537,5700
2023-07-21,20.592756271362305,20.691630814084167,20.49118664643142,20.49118664643142,14700
2023-07-24,20.55680274963379,20.736572617306027,20.538825248537904,20.538825248537904,4700
2023-07-25,20.64668846130371,20.718596756952927,20.47141209781056,20.642194942888324,27500
2023-07-26,20.52084732055664,20.732078667966967,20.466916532819752,20.60174435937639,18200
2023-07-27,20.224225997924805,20.67814676041841,20.224225997924805,20.67814676041841,12100
2023-07-28,20.390514373779297,20.592756984335765,20.233215518029233,20.377032104551848,5800
2023-07-31,20.5388240814209,20.5388240814209,20.45253345260721,20.45253345260721,13400
2023-08-01,20.32759666442871,20.49208756443739,20.22422859069664,20.43006637731233,7400
2023-08-02,20.224225997924805,20.233214748544235,19.92760408519906,20.224225997924805,18400
2023-08-03,19.963560104370117,20.10737841952727,19.8916518040061,19.897943758857586,12700
2023-08-04,20.27725601196289,20.327591637894887,19.963554996085545,19.963554996085545,8500
2023-08-07,20.25119400024414,20.377033090935637,20.13434194652001,20.22422774605495,10500
2023-08-08,20.242204666137695,20.305124209672186,20.170296371465565,20.170296371465565,5100
2023-08-09,20.377033233642578,20.421975276510278,20.224227887691743,20.32310243931553,6700
2023-08-10,20.377033233642578,20.430964027969623,20.318607206371336,20.41298652505093,5600
2023-08-11,20.323101043701172,20.395009336008876,20.23321524970931,20.24220400055139,7700
2023-08-14,20.28265380859375,20.332091084146377,20.224227781628915,20.224227781628915,13200
2023-08-15,20.143327713012695,20.350063821207907,20.11636146281945,20.224224749163653,9000
2023-08-16,20.1972599029541,20.206248653643357,19.792776408511,20.134340362558213,9300
2023-08-17,19.8017635345459,19.99052214024669,19.8017635345459,19.99052214024669,11100
2023-08-18,19.59502601623535,19.94558041203695,19.577050230483785,19.801763839451755,16600
2023-08-21,19.32537269592285,19.7109820633615,19.32537269592285,19.7109820633615,9700
2023-08-22,19.190542221069336,19.442220361581604,19.16357597125927,19.289415041515408,67100
2023-08-23,19.54109764099121,19.54109764099121,19.262453211533444,19.307395253100218,12800
2023-08-24,19.145601272583008,19.523120253015048,19.145601272583008,19.523120253015048,22900
2023-08-25,19.136615753173828,19.298408145248967,18.983810398634137,19.154591542673863,7300
2023-08-28,19.163578033447266,19.289417117244913,19.109647242452407,19.163578033447266,15000
2023-08-29,19.163578033447266,19.289417117244913,19.109647242452407,19.127624744260338,39300
2023-08-30,19.145601272583008,19.235487070672352,19.073692976997336,19.181556277590346,34900
2023-08-31,19.271440505981445,19.289416292591948,19.145599713134754,19.21750800286335,46400
2023-09-01,19.17256736755371,19.325372708711377,19.08268157020879,19.280430667253412,51500
2023-09-05,19.01976203918457,19.16088183246362,18.929876241779212,19.16088183246362,37500
2023-09-06,18.831005096435547,19.055718752887383,18.759096794948125,18.965832947420818,28000
2023-09-07,18.8939208984375,18.938862935042227,18.273710849605216,18.696171822747576,22500
2023-09-08,18.992794036865234,18.992794036865234,18.786057921968514,18.839988709674433,12700
2023-09-11,18.857967376708984,19.044929281043437,18.74111704371442,18.965830673220758,14000
2023-09-12,18.669208526611328,18.81302511061367,18.561345231395112,18.75010556941626,41100
2023-09-13,18.91189956665039,18.91189956665039,18.615275934799158,18.687185940893208,32000
2023-09-14,19.378780364990234,19.433601368516612,19.03615693497833,19.040726223275303,55900
2023-09-15,19.333097457885742,19.40619038476597,19.18691160412528,19.296551865782046,15600
2023-09-18,19.47014808654785,19.488421755445863,19.241732453341655,19.28284733702569,12000
2023-09-19,19.488420486450195,19.561513414609788,19.36050829783913,19.36050829783913,11400
2023-09-20,19.451875686645508,19.543240543564753,19.380609076747884,19.42446518396597,10400
